episode,max_episodes,reward,steps,elapsed_s,time
1,1000,-15.204798,85,1.7,2026-09-20 21:02:46
2,1000,-10.640609,85,2.4,2026-09-20 21:02:47
3,1000,-16.185851,85,2.9,2026-09-20 21:02:47
4,1000,-16.713659,85,3.6,2026-09-20 21:02:48
5,1000,-12.584624,85,4.2,2026-09-20 21:02:49
6,1000,-6.962655,85,4.8,2026-09-20 21:02:49
7,1000,-14.887180,85,5.5,2026-09-20 21:02:50
8,1000,-8.676533,85,6.2,2026-09-20 21:02:51
9,1000,-13.005500,85,6.7,2026-09-20 21:02:51
10,1000,-13.408828,85,7.5,2026-09-20 21:02:52
11,1000,-9.488791,85,8.1,2026-09-20 21:02:52
12,1000,-10.051500,85,8.8,2026-09-20 21:02:53
13,1000,-5.613033,85,9.4,2026-09-20 21:02:54
14,1000,-16.234353,85,10.1,2026-09-20 21:02:55
15,1000,-9.134320,85,10.7,2026-09-20 21:02:55
16,1000,-11.995261,85,11.5,2026-09-20 21:02:56
17,1000,-14.395006,85,12.0,2026-09-20 21:02:56
18,1000,-14.516268,85,12.7,2026-09-20 21:02:57
19,1000,-10.446492,85,13.4,2026-09-20 21:02:58
20,1000,-16.230877,85,14.0,2026-09-20 21:02:58
21,1000,-11.149327,85,14.7,2026-09-20 21:02:59
22,1000,-13.300180,85,15.3,2026-09-20 21:03:00
23,1000,-9.352723,85,16.0,2026-09-20 21:03:00
24,1000,-9.840683,85,16.6,2026-09-20 21:03:01
25,1000,-13.584845,85,17.3,2026-09-20 21:03:02
26,1000,-15.070883,85,17.9,2026-09-20 21:03:02
27,1000,-15.106773,85,18.6,2026-09-20 21:03:03
28,1000,-12.228705,85,19.2,2026-09-20 21:03:04
29,1000,-16.614246,85,19.8,2026-09-20 21:03:04
30,1000,-13.147553,85,20.3,2026-09-20 21:03:05
31,1000,-7.768671,85,21.1,2026-09-20 21:03:05
32,1000,-8.353384,85,22.8,2026-09-20 21:03:07
33,1000,-12.009889,85,23.4,2026-09-20 21:03:08
